Perturbation,nAcid,nBase,nAromAtom,nAromBond,nAtom,nHeavyAtom,nSpiro,nBridgehead,nHetero,BertzCT,nBonds,nBondsO,nBondsS,nBondsD,nBondsT,nBondsA,nBondsM,nBondsKS,nBondsKD,PNSA1,PPSA1,DPSA1,FNSA1,FPSA1,WNSA1,WPSA1,RNCG,RPCG,RNCS,RPCS,TASA,TPSA,RASA,RPSA,HybRatio,FCSP3,AETA_beta,ETA_beta_s,AETA_beta_s,ETA_beta_ns,AETA_beta_ns,ETA_beta_ns_d,AETA_beta_ns_d,ETA_eta,AETA_eta,ETA_eta_L,AETA_eta_L,fragCpx,fMF,nHBAcc,nHBDon,apol,bpol,nRing,n3Ring,n4Ring,n5Ring,n6Ring,nRot,RotRatio,SLogP,SMR,TopoPSA,GGI1,GGI2,Vabc,MW,AMW,WPath,WPol,Zagreb1,dG_exp
19>26,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,1.0,5.651972729466594,-3.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,-20.25947541833636,-66.49495502230208,-46.2354796039657,0.011682172046772521,-0.011682172046772688,-53.08990527770442,-122.88619940589079,-0.00985348266420219,-0.0058843757794593545,8.664914922988771,6.032876272977518,-131.68793129576943,44.93350085513095,-0.05835790968260635,0.05835790968260604,-0.03508771929824561,-0.03801169590643272,0.03125,0.25,0.01041666666666663,0.5,0.02083333333333337,0.5,0.02083333333333333,-1.2232566167449797,-0.05096902569770745,-0.21364920080687355,-0.00890205003361974,0.009999999999990905,0.031746031746031744,0.0,0.0,-3.113379000000002,-1.896621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.16931999999999947,-4.7789999999999955,-1.4210854715202004e-14,0.0,0.0,-11.228426270049567,3.974928123999917,0.6044363644001409,0.0,0.0,0.0,-0.27
19>36,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,19.117594490790225,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-52.06921902993838,68.27162645452574,120.34084548446413,-0.053986885442218635,0.053986885442218635,-49.670101099958345,84.2038513016753,0.08348771544246766,-0.02052992247328811,-122.07917166564451,23.262397307263054,-3.8314524770171374,20.033859901604444,-0.016618079567570554,0.0166180795675705,0.0,0.0,0.01124999999999998,1.0,0.01375000000000004,0.5,-0.0024999999999999467,0.5,0.02,0.35222846027055965,-0.02069712573253124,0.09418101883765306,-0.0061755617432118215,7.009999999999992,-0.009661835748792258,1.0,0.0,0.8019999999999996,1.7360000000000009,0.0,0.0,0.0,0.0,0.0,1.0,0.031746031746031744,-0.2998199999999989,1.8149999999999975,9.229999999999976,0.0,-4.440892098500626e-16,8.790226951490524,15.994914619999975,0.19256046868980992,168.0,2.0,4.0,-0.55
21>32,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,-2.6237172338301207,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,74.23143715789581,-45.15383097408176,-119.38526813197755,0.05942672456465015,-0.059426724564650264,90.13637701168742,-29.65876564776022,0.003892938422420223,0.002439528147185732,-4.4374589165952045,-2.6948993908820564,54.18702833879979,-25.10942215498558,0.02760891352695527,-0.027608913526955232,-0.006493506493506496,-0.004329004329004321,-0.01923076923076916,-0.5,-0.019230769230769273,0.0,0.0,0.0,0.0,0.27783115588768936,0.010685813687988044,0.08072791517206658,0.0031049198143102423,-0.010000000000019328,-0.011111111111111072,-1.0,0.0,1.2367929999999987,-0.13679300000000086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6050000000000002,2.2049999999999983,-12.889999999999993,0.0,0.0,6.299224626137517,-0.9952489679999984,-0.18741137256429494,0.0,0.0,0.0,1.09
22>19,0.0,0.0,0.0,0.0,-2.0,-1.0,0.0,0.0,0.0,-16.634767846307568,-2.0,-1.0,-2.0,0.0,0.0,0.0,0.0,-2.0,0.0,-11.642613318167605,-33.46484474933061,-21.822231431163004,0.0043421921163418475,-0.004342192116342014,-30.215489675169355,-67.2302100330694,-0.09880871711375253,0.015324181845871919,128.25340288699078,-16.73787039209904,-50.49863140519074,5.391173337692522,-0.01041656689231818,0.010416566892318109,0.01842105263157895,0.01578947368421052,0.008750000000000036,-0.5,0.006249999999999978,-0.5,0.0024999999999999467,-0.5,-0.02,-0.6604927045407472,0.008366555961723643,-0.17421864484023875,0.00297405670310838,-7.0,0.0189125295508274,0.0,0.0,-2.0387929999999983,-1.5992069999999998,0.0,0.0,0.0,0.0,0.0,-1.0,-0.031746031746031744,-0.30518,-4.020000000000009,3.6600000000000112,0.0,4.440892098500626e-16,-15.089451577627985,-14.999665652000035,-0.015434032584312085,-168.0,-2.0,-4.0,0.55
22>36,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,2.4828266444826568,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,-63.71183234810599,34.80678170519513,98.51861405330112,-0.04964469332587679,0.04964469332587662,-79.88559077512771,16.973641268605892,-0.015321001671284862,-0.005205740627416189,6.174231221346303,6.524526915164017,-54.33008388220787,25.425033239296965,-0.02703464645988873,0.02703464645988861,0.01842105263157895,0.01578947368421052,0.020000000000000014,0.5,0.020000000000000014,0.0,0.0,0.0,0.0,-0.3082642442701875,-0.012330569770807598,-0.08003762600258567,-0.0032015050401034413,0.009999999999990905,0.009250693802035135,1.0,0.0,-1.2367929999999987,0.13679300000000086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6049999999999989,-2.2050000000000125,12.889999999999983,0.0,0.0,-6.299224626137459,0.9952489679999416,0.17712643610549786,0.0,0.0,0.0,0.0
23>28,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,-1.0,-5.86882973166655,3.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,-2.6074176743663315,73.79458567090012,76.40200334526645,-0.03004829509367352,0.030048295093673905,28.567278817592467,123.24924255992846,-0.0004089352317538375,-0.0002609232878366119,-14.671699892170752,0.2975055595536844,69.33373305067073,1.8534349458628296,0.007076908065242304,-0.007076908065242166,0.038961038961038974,0.04112554112554112,-0.027777777777777683,-0.25,-0.0092592592592593,-0.5,-0.01851851851851849,-0.5,-0.018518518518518517,0.6039615022084348,0.02236894452623828,0.11219728925872552,0.004155455157730581,-0.009999999999990905,-0.03194444444444438,0.0,0.0,1.4903789999999972,2.4996210000000008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3449800000000021,-0.2729999999999961,1.4210854715202004e-14,0.0,-8.881784197001252e-16,2.084917193951128,-19.945377583999857,-0.9393014292445674,0.0,0.0,0.0,0.93
23>30,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,81.30366798603302,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-13.172204387890927,23.694270357747197,36.86647474563813,-0.016980426814096727,0.016980426814096842,-9.068369244547682,30.869813898709026,-0.008754928252770994,-0.005700706132885508,9.179304999426108,6.747077617247015,9.365399893048448,1.1566660768077952,0.00025922545778900297,-0.0002592254577889197,0.0,-0.004329004329004321,0.057539682539682564,0.5,-0.005291005291005235,2.5,0.0628306878306879,-0.5,-0.018518518518518517,-0.2210612271717025,-0.035270654145375,-0.02410403231782876,-0.00802788161549678,7.0,-0.011111111111111072,1.0,0.0,0.5900000000000034,0.060000000000002274,0.0,0.0,0.0,0.0,0.0,0.0,-0.0032258064516129115,-0.7817200000000004,-0.2950000000000017,23.789999999999992,0.0,0.0,7.808759896187439,-8.96577867999997,-0.3770900511575306,202.0,2.0,4.0,0.99
23>31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24.06074992348147,8.598917657248307,32.65966758072977,-0.017173331879698158,0.017173331879698273,-31.256865121362978,-0.3778870331467488,-0.008237305326393746,-0.005356845325405314,-4.045582543578121,6.3249007985635615,-65.89193147468688,50.43009920845356,-0.05173670783819151,0.0517367078381914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6339727724729656,-0.023480473054554363,-0.10145191154814713,-0.0037574782054869142,0.0,0.0,0.0,0.0,-1.6229999999999976,0.6030000000000015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5143000000000002,-5.0519999999999925,0.0,0.0,0.0,-9.14350907609844,-15.970449459999998,-0.354898876888889,0.0,0.0,0.0,0.7
23>35,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,-65.22577787594707,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.488071465719315,4.9277773593421434,14.415848825061461,-0.007341912981535914,0.0073419129815360815,-11.750425326869507,2.3703955707616156,0.0002224671796009769,0.00014173087530600093,-7.635115954816655,-0.16116507108617384,4.561430291138322,-9.121724397515552,0.008286614824591476,-0.008286614824591365,0.0,0.0,0.005341880341880323,-0.75,-0.0039173789173788665,-0.5,0.0092592592592593,-0.5,-0.018518518518518517,-1.6316221076027055,-0.03327326995015045,-0.2423409845460771,-0.0016024742934613867,-7.009999999999992,0.0,0.0,0.0,-1.5132070000000013,0.4932070000000017,0.0,0.0,0.0,0.0,0.0,0.0,0.0034482758620689585,-0.6534000000000002,-5.010000000000005,0.0,-1.0,-0.22222222222222232,-15.211068029906302,-33.96102764799997,-0.7546895032888887,-175.0,-2.0,-6.0,1.82
24>02,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,-2.4068602316300485,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,58.22544736658085,-33.24763729481504,-91.47308466139587,0.04780244446612625,-0.04780244446612636,68.66950210917332,-18.681251559415838,0.00911029987053727,0.005195730550277722,-3.2665498048688453,-4.950551027479406,43.88049037424128,-18.902680302475176,0.02212491603806044,-0.02212491603806023,-0.017543859649122806,-0.0146198830409357,-0.02083333333333326,-0.5,-0.02083333333333326,0.0,0.0,0.0,0.0,0.2992735714927015,0.012469732145529266,0.0800376260025848,0.0033349010834410327,-0.009999999999990905,-0.011074197120708729,-1.0,0.0,1.2367929999999987,-0.13679299999999728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.605,2.2049999999999983,-12.889999999999993,0.0,0.0,6.299224626137459,-0.9952489679999416,-0.2120248183566389,0.0,0.0,0.0,-0.14
24>12,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,24.952192079634532,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,94.12833320682364,-57.42848578233645,-151.5568189891601,0.07780239510726789,-0.07780239510726794,110.68986843608906,-36.81203281279818,0.010908963846223365,0.006196441456542161,-6.074627426670588,-5.868498707011554,57.51876969797401,-20.818922273486663,0.025350259198347325,-0.025350259198347186,-0.017543859649122806,-0.0146198830409357,-0.020000000000000014,0.25,-0.01666666666666661,0.5,-0.0033333333333334107,0.5,0.01916666666666667,2.0359636306221915,0.04764712119865211,0.3208729134061654,0.003079109521626572,7.0,-0.011074197120708729,-1.0,0.0,2.75,-0.629999999999999,0.0,0.0,0.0,0.0,0.0,0.0,-0.003968253968253968,1.2584000000000006,7.2150000000000025,-12.889999999999993,1.0,0.0,21.51029265604365,32.965778679999964,0.5777665222945227,148.0,2.0,6.0,-0.4
24>15,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,-63.41407717809568,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-32.96386372009107,25.362018495385318,58.325882215476376,-0.030577228926126517,0.030577228926126576,-35.26882609650818,20.302870277616197,0.0020510247489562983,0.0011886185973215002,-3.1640486108080097,-1.160676606993377,-7.45732483383108,-0.1445203908747601,-0.0009429699676393176,0.0009429699676392901,0.0,0.0,0.0,-0.75,-0.003623188405797117,-0.5,0.003623188405797117,-0.5,-0.02083333333333333,-1.5902917480042085,-0.03241331075427478,-0.24152557657306065,0.000103026034453918,-7.009999999999992,0.0,0.0,0.0,-1.5132070000000013,0.4932070000000017,0.0,0.0,0.0,0.0,0.0,0.0,0.004273504273504286,-0.6533999999999998,-5.010000000000005,0.0,-1.0,-0.22222222222222232,-15.211068029906187,-33.96102764799997,-0.8085958963809521,-144.0,-2.0,-6.0,0.91
24>19,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,-1.0,-5.651972729466594,3.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,-2.259471538720163,71.69210305690262,73.9515745956228,-0.02788087642510356,0.027880876425103732,24.51539309460219,117.52719028692252,-0.0005182687826041921,-0.00030212517126326777,3.2436293457861325,0.2977760978921822,65.50342364140329,3.929207876779316,0.005518305387338218,-0.00551830538733783,0.03508771929824561,0.03801169590643272,-0.03125,-0.25,-0.01041666666666663,-0.5,-0.02083333333333337,-0.5,-0.02083333333333333,0.5969040702708313,0.024871002927951302,0.11219728925872552,0.004674887052446897,-0.009999999999990905,-0.031746031746031744,0.0,0.0,1.4903789999999972,2.4996210000000008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3449800000000012,-0.27300000000002456,1.4210854715202004e-14,0.0,0.0,2.084917193951128,-19.945377583999914,-0.9846851610668086,0.0,0.0,0.0,0.86
24>26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22.51894695705653,5.197148034600559,27.71609499165709,-0.01619870437833104,0.01619870437833104,-28.574512183102232,-5.359009118968288,-0.010371751446806382,-0.006186500950722622,11.908544268774905,6.3306523708697,-66.18450765436614,48.86270873191026,-0.052839604295268135,0.05283960429526821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6263525464741484,-0.026098022769756143,-0.10145191154814803,-0.004227162981172844,0.0,0.0,0.0,0.0,-1.6230000000000049,0.6030000000000015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5143000000000006,-5.052000000000022,0.0,0.0,0.0,-9.14350907609844,-15.970449459999998,-0.3802487966666677,0.0,0.0,0.0,0.59
24>34,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,-1.0,41.2291404394789,4.0,1.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,96.17369856903395,-4.54060925062504,-100.71430781965898,0.05578895890847951,-0.055788958908479465,139.3557423662823,50.13797267622431,0.0037673482647284646,0.0021839152538163376,-1.248071700131419,-2.1194918795728483,119.54141069492368,-27.90832137651445,0.03778121326839645,-0.037781213268396084,0.016666666666666663,0.0222222222222222,-0.05000000000000005,0.0,-0.026666666666666616,0.0,-0.023333333333333317,0.0,-0.0008333333333333318,3.293439795492628,0.09794616779346954,0.4341845596810137,0.0076115753726204985,6.990000000000008,-0.041407867494823995,-1.0,0.0,4.240378999999997,1.8696210000000024,0.0,0.0,0.0,0.0,0.0,0.0,-0.003968253968253968,0.9951000000000004,6.822000000000003,-12.889999999999993,1.0,1.166666666666666,23.59520984999477,13.020401096000116,-0.4231928649856931,116.0,3.0,8.0,0.7
25>27,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,15.905083351008447,3.0,1.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,65.31649937015663,12.879349938815267,-52.437149431341375,0.02816814732749784,-0.028168147327497506,115.38412940001035,70.17372626169526,-0.0045817155895731,-0.0012144363019157554,-19.892884088549366,1.6892598801085796,83.10725695485621,-4.9114076458844815,0.011584002851141141,-0.01158400285114092,0.03442028985507248,0.036231884057971016,-0.02924876847290658,0.5,-0.004618226600985209,0.0,-0.024630541871921152,0.0,-0.0006157635467980287,1.909081049516356,0.038775942052519,0.5573210884475044,0.01219249373608,7.0,-0.02603773584905661,0.0,0.0,3.0035859999999985,2.0064139999999995,0.0,0.0,0.0,0.0,0.0,1.0,0.027217741935483875,0.3901000000000001,4.61699999999999,0.0,0.0,0.0,17.295985223857315,14.015650064000056,-0.15687904033670552,230.0,1.0,4.0,0.52
25>32,0.0,0.0,0.0,0.0,-4.0,-2.0,0.0,0.0,-1.0,-79.10698949898267,-4.0,-2.0,-4.0,0.0,0.0,0.0,0.0,-4.0,0.0,30.301195312953038,-123.22425207344871,-153.52544738640174,0.06343893788969779,-0.06343893788969779,-10.035413537316801,-194.56904507071374,-0.08612762605369467,0.017053261234462963,130.62863368548503,-20.874676783319075,-72.73658428581255,-20.186472474682898,0.00867896993342787,-0.008678969933427705,-0.03754940711462451,-0.03952569169960474,0.02678571428571419,-1.5,-0.008928571428571397,-0.5,0.0357142857142857,-0.5,-0.017857142857142856,-2.604214619640974,-0.039809890755937216,-0.44721359549995743,-0.0015283098191380404,-14.01000000000002,0.03999999999999998,-1.0,0.0,-3.805585999999998,-3.742414,0.0,0.0,0.0,0.0,0.0,-1.0,-0.025583982202447158,-0.008599999999998609,-6.552000000000022,-9.229999999999997,-1.0,-0.22222222222222146,-26.086212175347896,-30.010564684000144,-0.005150269888541281,-377.0,-4.0,-10.0,1.7
26>19,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,-1.0,-5.651972729466594,3.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,20.25947541833636,66.49495502230208,46.2354796039657,-0.011682172046772521,0.011682172046772688,53.08990527770442,122.88619940589079,0.00985348266420219,0.0058843757794593545,-8.664914922988771,-6.032876272977518,131.68793129576943,-44.93350085513095,0.05835790968260635,-0.05835790968260604,0.03508771929824561,0.03801169590643272,-0.03125,-0.25,-0.01041666666666663,-0.5,-0.02083333333333337,-0.5,-0.02083333333333333,1.2232566167449797,0.05096902569770745,0.21364920080687355,0.00890205003361974,-0.009999999999990905,-0.031746031746031744,0.0,0.0,3.113379000000002,1.896621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16931999999999947,4.7789999999999955,1.4210854715202004e-14,0.0,0.0,11.228426270049567,-3.974928123999917,-0.6044363644001409,0.0,0.0,0.0,0.27
26>24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.51894695705653,-5.197148034600559,-27.71609499165709,0.01619870437833104,-0.01619870437833104,28.574512183102232,5.359009118968288,0.010371751446806382,0.006186500950722622,-11.908544268774905,-6.3306523708697,66.18450765436614,-48.86270873191026,0.052839604295268135,-0.05283960429526821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6263525464741484,0.026098022769756143,0.10145191154814803,0.004227162981172844,0.0,0.0,0.0,0.0,1.6230000000000049,-0.6030000000000015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5143000000000006,5.052000000000022,0.0,0.0,0.0,9.14350907609844,15.970449459999998,0.3802487966666677,0.0,0.0,0.0,-0.59
26>36,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,13.465621761323634,4.0,1.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,-31.809743611602016,134.76658147682778,166.57632508842985,-0.06566905748899116,0.06566905748899132,3.419804177746073,207.09005070756612,0.09334119810666984,-0.014645546693828754,-130.74408658863328,17.22952103428554,127.8564788187523,-24.8996409535265,0.041739830115035785,-0.041739830115035535,0.03508771929824561,0.03801169590643272,-0.020000000000000014,0.75,0.0033333333333334107,0.0,-0.023333333333333317,0.0,-0.0008333333333333318,1.5754850770155393,0.030271899965176208,0.3078302196445266,0.002726488290407919,7.0,-0.041407867494823995,1.0,0.0,3.9153790000000015,3.632621,0.0,0.0,0.0,0.0,0.0,1.0,0.031746031746031744,-0.1304999999999994,6.593999999999994,9.22999999999999,0.0,-4.440892098500626e-16,20.018653221540088,12.019986496000056,-0.41187589571033095,168.0,2.0,4.0,-0.28
27>25,0.0,0.0,0.0,0.0,-3.0,-1.0,0.0,0.0,0.0,-15.905083351008447,-3.0,-1.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,-65.31649937015663,-12.879349938815267,52.437149431341375,-0.02816814732749784,0.028168147327497506,-115.38412940001035,-70.17372626169526,0.0045817155895731,0.0012144363019157554,19.892884088549366,-1.6892598801085796,-83.10725695485621,4.9114076458844815,-0.011584002851141141,0.01158400285114092,-0.03442028985507248,-0.036231884057971016,0.02924876847290658,-0.5,0.004618226600985209,0.0,0.024630541871921152,0.0,0.0006157635467980287,-1.909081049516356,-0.038775942052519,-0.5573210884475044,-0.01219249373608,-7.0,0.02603773584905661,0.0,0.0,-3.0035859999999985,-2.0064139999999995,0.0,0.0,0.0,0.0,0.0,-1.0,-0.027217741935483875,-0.3901000000000001,-4.61699999999999,0.0,0.0,0.0,-17.295985223857315,-14.015650064000056,0.15687904033670552,-230.0,-1.0,-4.0,-0.52
27>32,0.0,0.0,0.0,0.0,-7.0,-3.0,0.0,0.0,-1.0,-95.01207284999113,-7.0,-3.0,-7.0,0.0,0.0,0.0,0.0,-7.0,0.0,-35.015304057203586,-136.103602012264,-101.08829795506041,0.03527079056219995,-0.03527079056220028,-125.41954293732715,-264.742771332409,-0.08154591046412157,0.01826769753637872,150.5215177740344,-22.563936663427647,-155.84384124066878,-15.27506482879842,-0.0029050329177132683,0.002905032917713213,-0.07196969696969699,-0.07575757575757575,0.05603448275862077,-2.0,-0.004310344827586189,-0.5,0.06034482758620685,-0.5,-0.017241379310344827,-4.51329566915733,-0.07858583280845621,-1.0045346839474618,-0.013720803555218042,-21.01000000000002,0.06603773584905659,-1.0,0.0,-6.809171999999998,-5.748828,0.0,0.0,0.0,0.0,0.0,-2.0,-0.052801724137931036,-0.3986999999999987,-11.169000000000011,-9.229999999999997,-1.0,-0.22222222222222146,-43.38219739920521,-44.0262147480002,0.15172877044816424,-607.0,-5.0,-14.0,1.18
