Perturbation,nAcid,nBase,nAromAtom,nAromBond,nAtom,nHeavyAtom,nSpiro,nBridgehead,nHetero,BertzCT,nBonds,nBondsO,nBondsS,nBondsD,nBondsT,nBondsA,nBondsM,nBondsKS,nBondsKD,PNSA1,PPSA1,DPSA1,FNSA1,FPSA1,WNSA1,WPSA1,RNCG,RPCG,RNCS,RPCS,TASA,TPSA,RASA,RPSA,HybRatio,FCSP3,AETA_beta,ETA_beta_s,AETA_beta_s,ETA_beta_ns,AETA_beta_ns,ETA_beta_ns_d,AETA_beta_ns_d,ETA_eta,AETA_eta,ETA_eta_L,AETA_eta_L,fragCpx,fMF,nHBAcc,nHBDon,apol,bpol,nRing,n3Ring,n4Ring,n5Ring,n6Ring,nRot,RotRatio,SLogP,SMR,TopoPSA,GGI1,GGI2,Vabc,MW,AMW,WPath,WPol,Zagreb1,dG_exp
28>23,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,1.0,5.86882973166655,-3.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,2.6074176743663315,-73.79458567090012,-76.40200334526645,0.03004829509367352,-0.030048295093673905,-28.567278817592467,-123.24924255992846,0.0004089352317538375,0.0002609232878366119,14.671699892170752,-0.2975055595536844,-69.33373305067073,-1.8534349458628296,-0.007076908065242304,0.007076908065242166,-0.038961038961038974,-0.04112554112554112,0.027777777777777683,0.25,0.0092592592592593,0.5,0.01851851851851849,0.5,0.018518518518518517,-0.6039615022084348,-0.02236894452623828,-0.11219728925872552,-0.004155455157730581,0.009999999999990905,0.03194444444444438,0.0,0.0,-1.4903789999999972,-2.4996210000000008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3449800000000021,0.2729999999999961,-1.4210854715202004e-14,0.0,8.881784197001252e-16,-2.084917193951128,19.945377583999857,0.9393014292445674,0.0,0.0,0.0,-0.93
28>30,0.0,0.0,0.0,0.0,-2.0,1.0,0.0,0.0,1.0,87.17249771769957,-2.0,1.0,-3.0,0.0,1.0,0.0,1.0,-3.0,0.0,-10.564786713524596,-50.100315313152926,-39.53552859962832,0.013067868279576787,-0.013067868279577066,-37.63564806214015,-92.37942866121945,-0.008345993021017156,-0.005439782845048896,23.851004891596855,6.449572057693331,-59.96833315762228,-0.6967688690550347,-0.006817682607453302,0.006817682607453246,-0.038961038961038974,-0.045454545454545435,0.08531746031746024,0.75,0.003968253968254065,3.0,0.0813492063492064,0.0,0.0,-0.8250227293801373,-0.05763959867161327,-0.13630132157655428,-0.01218333677322736,7.009999999999992,0.020833333333333315,1.0,0.0,-0.9003789999999938,-2.439620999999999,0.0,0.0,0.0,0.0,0.0,0.0,-0.0032258064516129115,-0.4367399999999984,-0.022000000000005567,23.789999999999978,0.0,8.881784197001252e-16,5.723842702236311,10.979598903999886,0.5622113780870368,202.0,2.0,4.0,0.06
30>23,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,-81.30366798603302,-1.0,-1.0,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0,13.172204387890927,-23.694270357747197,-36.86647474563813,0.016980426814096727,-0.016980426814096842,9.068369244547682,-30.869813898709026,0.008754928252770994,0.005700706132885508,-9.179304999426108,-6.747077617247015,-9.365399893048448,-1.1566660768077952,-0.00025922545778900297,0.0002592254577889197,0.0,0.004329004329004321,-0.057539682539682564,-0.5,0.005291005291005235,-2.5,-0.0628306878306879,0.5,0.018518518518518517,0.2210612271717025,0.035270654145375,0.02410403231782876,0.00802788161549678,-7.0,0.011111111111111072,-1.0,0.0,-0.5900000000000034,-0.060000000000002274,0.0,0.0,0.0,0.0,0.0,0.0,0.0032258064516129115,0.7817200000000004,0.2950000000000017,-23.789999999999992,0.0,0.0,-7.808759896187439,8.96577867999997,0.3770900511575306,-202.0,-2.0,-4.0,-0.99
30>28,0.0,0.0,0.0,0.0,2.0,-1.0,0.0,0.0,-1.0,-87.17249771769957,2.0,-1.0,3.0,0.0,-1.0,0.0,-1.0,3.0,0.0,10.564786713524596,50.100315313152926,39.53552859962832,-0.013067868279576787,0.013067868279577066,37.63564806214015,92.37942866121945,0.008345993021017156,0.005439782845048896,-23.851004891596855,-6.449572057693331,59.96833315762228,0.6967688690550347,0.006817682607453302,-0.006817682607453246,0.038961038961038974,0.045454545454545435,-0.08531746031746024,-0.75,-0.003968253968254065,-3.0,-0.0813492063492064,0.0,0.0,0.8250227293801373,0.05763959867161327,0.13630132157655428,0.01218333677322736,-7.009999999999992,-0.020833333333333315,-1.0,0.0,0.9003789999999938,2.439620999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0032258064516129115,0.4367399999999984,0.022000000000005567,-23.789999999999978,0.0,-8.881784197001252e-16,-5.723842702236311,-10.979598903999886,-0.5622113780870368,-202.0,-2.0,-4.0,-0.06
31>23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.06074992348147,-8.598917657248307,-32.65966758072977,0.017173331879698158,-0.017173331879698273,31.256865121362978,0.3778870331467488,0.008237305326393746,0.005356845325405314,4.045582543578121,-6.3249007985635615,65.89193147468688,-50.43009920845356,0.05173670783819151,-0.0517367078381914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6339727724729656,0.023480473054554363,0.10145191154814713,0.0037574782054869142,0.0,0.0,0.0,0.0,1.6229999999999976,-0.6030000000000015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5143000000000002,5.0519999999999925,0.0,0.0,0.0,9.14350907609844,15.970449459999998,0.354898876888889,0.0,0.0,0.0,-0.7
31>35,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,-65.22577787594707,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.572678457762153,-3.671140297906163,-18.243818755668315,0.00983141889816225,-0.009831418898162192,19.506439794493478,2.7482826039083648,0.008459772505994723,0.005498576200711314,-3.5895334112385338,-6.486065869649735,70.4533617658252,-59.551823605969105,0.060023322662782985,-0.06002332266278276,0.0,0.0,0.005341880341880323,-0.75,-0.0039173789173788665,-0.5,0.0092592592592593,-0.5,-0.018518518518518517,-0.99764933512974,-0.00979279689559609,-0.14088907299792994,0.002155003912025527,-7.009999999999992,0.0,0.0,0.0,0.10979299999999624,-0.1097929999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0034482758620689585,-0.1391,0.04199999999998738,0.0,-1.0,-0.22222222222222232,-6.067558953807862,-17.990578187999972,-0.3997906263999997,-175.0,-2.0,-6.0,1.12
32>03,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,1.0,61.856989498982564,4.0,2.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,-31.388690304189023,122.5391734688876,153.92786377307664,-0.0637788823283656,0.06377888232836547,7.988617338191034,192.5512943244545,0.08618875753883047,-0.01703428020204295,-125.95711011334015,20.84851533129134,68.8739002480255,22.27658291667298,-0.010687138614823066,0.010687138614822914,0.03754940711462451,0.03952569169960474,-0.02678571428571419,1.5,0.008928571428571397,0.5,-0.0357142857142857,0.5,0.017857142857142856,2.463865204050673,0.034797411627712105,0.44721359549995743,0.0015283098191380404,14.01000000000002,-0.03999999999999998,1.0,0.0,3.805585999999998,3.742414,0.0,0.0,0.0,0.0,0.0,1.0,0.025583982202447158,0.008599999999997944,6.5520000000000085,9.229999999999997,1.0,0.4444444444444429,26.086212175347896,30.010564684000144,0.005150269888541281,417.0,4.0,10.0,0.08
32>05,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,2.0,4.814180739999983,-2.0,0.0,-2.0,0.0,0.0,0.0,0.0,-2.0,0.0,-119.57887996411148,63.754960171385854,183.33384013549733,-0.09418099027320492,0.0941809902732047,-146.33290265853236,31.71954712618549,-0.01470514298169598,-0.0094601761877611,22.56911254154818,10.964294601629517,-98.33096510168356,42.507045308957814,-0.04871751117828305,0.04871751117828276,0.013636363636363641,0.009090909090909094,0.03846153846153855,1.0,0.038461538461538436,0.0,0.0,0.0,0.0,-0.5730880059236085,-0.02204184638167728,-0.16180946247673236,-0.006223440864489699,0.020000000000010232,0.02272727272727271,2.0,0.0,-2.4735859999999974,0.2735860000000017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2100000000000006,-4.409999999999997,25.78000000000001,0.0,0.0,-12.598449252275033,1.990497935999997,0.3833414438815126,0.0,0.0,0.0,-1.41
32>21,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,2.6237172338301207,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,-74.23143715789581,45.15383097408176,119.38526813197755,-0.05942672456465015,0.059426724564650264,-90.13637701168742,29.65876564776022,-0.003892938422420223,-0.002439528147185732,4.4374589165952045,2.6948993908820564,-54.18702833879979,25.10942215498558,-0.02760891352695527,0.027608913526955232,0.006493506493506496,0.004329004329004321,0.01923076923076916,0.5,0.019230769230769273,0.0,0.0,0.0,0.0,-0.27783115588768936,-0.010685813687988044,-0.08072791517206658,-0.0031049198143102423,0.010000000000019328,0.011111111111111072,1.0,0.0,-1.2367929999999987,0.13679300000000086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6050000000000002,-2.2049999999999983,12.889999999999993,0.0,0.0,-6.299224626137517,0.9952489679999984,0.18741137256429494,0.0,0.0,0.0,-1.09
32>25,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,1.0,79.10698949898267,4.0,2.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,-30.301195312953038,123.22425207344871,153.52544738640174,-0.06343893788969779,0.06343893788969779,10.035413537316801,194.56904507071374,0.08612762605369467,-0.017053261234462963,-130.62863368548503,20.874676783319075,72.73658428581255,20.186472474682898,-0.00867896993342787,0.008678969933427705,0.03754940711462451,0.03952569169960474,-0.02678571428571419,1.5,0.008928571428571397,0.5,-0.0357142857142857,0.5,0.017857142857142856,2.604214619640974,0.039809890755937216,0.44721359549995743,0.0015283098191380404,14.01000000000002,-0.03999999999999998,1.0,0.0,3.805585999999998,3.742414,0.0,0.0,0.0,0.0,0.0,1.0,0.025583982202447158,0.008599999999998609,6.552000000000022,9.229999999999997,1.0,0.22222222222222146,26.086212175347896,30.010564684000144,0.005150269888541281,377.0,4.0,10.0,-1.7
32>27,0.0,0.0,0.0,0.0,7.0,3.0,0.0,0.0,1.0,95.01207284999113,7.0,3.0,7.0,0.0,0.0,0.0,0.0,7.0,0.0,35.015304057203586,136.103602012264,101.08829795506041,-0.03527079056219995,0.03527079056220028,125.41954293732715,264.742771332409,0.08154591046412157,-0.01826769753637872,-150.5215177740344,22.563936663427647,155.84384124066878,15.27506482879842,0.0029050329177132683,-0.002905032917713213,0.07196969696969699,0.07575757575757575,-0.05603448275862077,2.0,0.004310344827586189,0.5,-0.06034482758620685,0.5,0.017241379310344827,4.51329566915733,0.07858583280845621,1.0045346839474618,0.013720803555218042,21.01000000000002,-0.06603773584905659,1.0,0.0,6.809171999999998,5.748828,0.0,0.0,0.0,0.0,0.0,2.0,0.052801724137931036,0.3986999999999987,11.169000000000011,9.229999999999997,1.0,0.22222222222222146,43.38219739920521,44.0262147480002,-0.15172877044816424,607.0,5.0,14.0,-1.18
32>35,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,2.6237172338301207,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,-49.97991266850943,21.67217121775002,71.65208388625945,-0.036092029997873636,0.03609202999787353,-64.93625543216837,6.038068720109664,-0.00528607387707522,-0.003323639576371773,15.58319536678758,3.693356420608353,-42.86376233864792,14.556020887888524,-0.017221313678676298,0.017221313678676232,0.006493506493506496,0.004329004329004321,0.01923076923076916,0.5,0.019230769230769273,0.0,0.0,0.0,0.0,-0.2996505275067278,-0.011525020288720378,-0.08154332314508395,-0.0031362816594263103,0.010000000000019328,0.011111111111111072,1.0,0.0,-1.2367929999999987,0.13679300000000086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6050000000000002,-2.2049999999999983,12.889999999999993,0.0,0.0,-6.299224626137517,0.9952489679999984,0.18741137256429494,0.0,0.0,0.0,-0.33
33>06,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,2.190463506169749,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,-46.675625830111244,14.963125573083856,61.6387514031951,-0.032240169221636805,0.03224016922163686,-61.59993846610297,-2.9016020020452515,-0.007851042605229147,-0.005182493390466003,-2.3093443621216068,6.1863293866110505,-73.35087872725933,41.63837847023186,-0.04539116435295909,0.04539116435295906,0.007142857142857145,0.004761904761904773,0.0185185185185186,0.5,0.01851851851851849,0.0,0.0,0.0,0.0,-0.2677342750169238,-0.009916084259886104,-0.07528473600712804,-0.0027883235558195663,0.009999999999990905,0.011616161616161635,1.0,0.0,-1.2367929999999987,0.13679300000000086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6049999999999998,-2.2050000000000125,12.890000000000017,0.0,0.0,-6.2992246261376295,0.9952489679999416,0.2130821054828722,0.0,0.0,0.0,-0.03
33>08,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,2.1904635061698627,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,-42.49616871204466,14.514280970095456,57.01044968214012,-0.029646937029427996,0.029646937029427774,-55.82480867172552,-1.1932537487425634,-0.008099852640010062,-0.005256967645032973,16.401389765471293,6.278505417171289,-38.36038268171535,10.378494939766114,-0.013668292188321884,0.013668292188321746,0.007142857142857145,0.004761904761904773,0.0185185185185186,0.5,0.01851851851851849,0.0,0.0,0.0,0.0,-0.3337859016579721,-0.0123624408021471,-0.0795405538027758,-0.002945946437139857,0.009999999999990905,0.011616161616161635,1.0,0.0,-1.2367929999999987,0.13679300000000086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6050000000000002,-2.2049999999999983,12.890000000000017,0.0,0.0,-6.299224626137517,0.9952489679999984,0.213082105482874,0.0,0.0,0.0,0.19
34>02,0.0,0.0,0.0,0.0,-3.0,-1.0,0.0,0.0,0.0,-43.63600067110895,-3.0,-1.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,-37.94825120245309,-28.70702804419,9.241223158263095,-0.007986514442353265,0.007986514442353099,-70.68624025710898,-68.81922423564015,0.0053429516058088045,0.003011815296461384,-2.018478104737426,-2.831059147906558,-75.66092032068241,9.005641074039275,-0.015656297230336014,0.01565629723033586,-0.03421052631578947,-0.0368421052631579,0.02916666666666678,-0.5,0.005833333333333357,0.0,0.023333333333333317,0.0,0.0008333333333333318,-2.9941662239999265,-0.08547643564794027,-0.3541469336784289,-0.004276674289179465,-7.0,0.030333670374115274,0.0,0.0,-3.0035859999999985,-2.0064139999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.003968253968253968,-0.39010000000000056,-4.617000000000004,0.0,-1.0,-1.166666666666666,-17.295985223857315,-14.015650064000056,0.2111680466290542,-116.0,-3.0,-8.0,-0.84
34>24,0.0,0.0,0.0,0.0,-4.0,-1.0,0.0,0.0,1.0,-41.2291404394789,-4.0,-1.0,-4.0,0.0,0.0,0.0,0.0,-4.0,0.0,-96.17369856903395,4.54060925062504,100.71430781965898,-0.05578895890847951,0.055788958908479465,-139.3557423662823,-50.13797267622431,-0.0037673482647284646,-0.0021839152538163376,1.248071700131419,2.1194918795728483,-119.54141069492368,27.90832137651445,-0.03778121326839645,0.037781213268396084,-0.016666666666666663,-0.0222222222222222,0.05000000000000005,0.0,0.026666666666666616,0.0,0.023333333333333317,0.0,0.0008333333333333318,-3.293439795492628,-0.09794616779346954,-0.4341845596810137,-0.0076115753726204985,-6.990000000000008,0.041407867494823995,1.0,0.0,-4.240378999999997,-1.8696210000000024,0.0,0.0,0.0,0.0,0.0,0.0,0.003968253968253968,-0.9951000000000004,-6.822000000000003,12.889999999999993,-1.0,-1.166666666666666,-23.59520984999477,-13.020401096000116,0.4231928649856931,-116.0,-3.0,-8.0,-0.7
35>05,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,2.1904635061698627,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,-69.59896729560205,42.08278895363583,111.68175624923788,-0.058088960275331274,0.058088960275331177,-81.396647226364,25.681478406075826,-0.009419069104620759,-0.006136536611389326,6.985917174760601,7.270938181021164,-55.46720276303563,27.951024421069288,-0.03149619749960675,0.031496197499606526,0.007142857142857145,0.004761904761904773,0.019230769230769384,0.5,0.01923076923076916,0.0,0.0,0.0,0.0,-0.2734374784168807,-0.0105168260929569,-0.08026613933164839,-0.003087159205063389,0.009999999999990905,0.011616161616161635,1.0,0.0,-1.2367929999999987,0.13679300000000086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6050000000000004,-2.2049999999999983,12.890000000000017,0.0,0.0,-6.299224626137517,0.9952489679999984,0.1959300713172176,0.0,0.0,0.0,-1.08
35>23,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,65.22577787594707,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.488071465719315,-4.9277773593421434,-14.415848825061461,0.007341912981535914,-0.0073419129815360815,11.750425326869507,-2.3703955707616156,-0.0002224671796009769,-0.00014173087530600093,7.635115954816655,0.16116507108617384,-4.561430291138322,9.121724397515552,-0.008286614824591476,0.008286614824591365,0.0,0.0,-0.005341880341880323,0.75,0.0039173789173788665,0.5,-0.0092592592592593,0.5,0.018518518518518517,1.6316221076027055,0.03327326995015045,0.2423409845460771,0.0016024742934613867,7.009999999999992,0.0,0.0,0.0,1.5132070000000013,-0.4932070000000017,0.0,0.0,0.0,0.0,0.0,0.0,-0.0034482758620689585,0.6534000000000002,5.010000000000005,0.0,1.0,0.22222222222222232,15.211068029906302,33.96102764799997,0.7546895032888887,175.0,2.0,6.0,-1.82
35>31,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,65.22577787594707,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.572678457762153,3.671140297906163,18.243818755668315,-0.00983141889816225,0.009831418898162192,-19.506439794493478,-2.7482826039083648,-0.008459772505994723,-0.005498576200711314,3.5895334112385338,6.486065869649735,-70.4533617658252,59.551823605969105,-0.060023322662782985,0.06002332266278276,0.0,0.0,-0.005341880341880323,0.75,0.0039173789173788665,0.5,-0.0092592592592593,0.5,0.018518518518518517,0.99764933512974,0.00979279689559609,0.14088907299792994,-0.002155003912025527,7.009999999999992,0.0,0.0,0.0,-0.10979299999999624,0.1097929999999998,0.0,0.0,0.0,0.0,0.0,0.0,-0.0034482758620689585,0.1391,-0.04199999999998738,0.0,1.0,0.22222222222222232,6.067558953807862,17.990578187999972,0.3997906263999997,175.0,2.0,6.0,-1.12
35>32,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,-2.6237172338301207,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,49.97991266850943,-21.67217121775002,-71.65208388625945,0.036092029997873636,-0.03609202999787353,64.93625543216837,-6.038068720109664,0.00528607387707522,0.003323639576371773,-15.58319536678758,-3.693356420608353,42.86376233864792,-14.556020887888524,0.017221313678676298,-0.017221313678676232,-0.006493506493506496,-0.004329004329004321,-0.01923076923076916,-0.5,-0.019230769230769273,0.0,0.0,0.0,0.0,0.2996505275067278,0.011525020288720378,0.08154332314508395,0.0031362816594263103,-0.010000000000019328,-0.011111111111111072,-1.0,0.0,1.2367929999999987,-0.13679300000000086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6050000000000002,2.2049999999999983,-12.889999999999993,0.0,0.0,6.299224626137517,-0.9952489679999984,-0.18741137256429494,0.0,0.0,0.0,0.33
36>19,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,-1.0,-19.117594490790225,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,52.06921902993838,-68.27162645452574,-120.34084548446413,0.053986885442218635,-0.053986885442218635,49.670101099958345,-84.2038513016753,-0.08348771544246766,0.02052992247328811,122.07917166564451,-23.262397307263054,3.8314524770171374,-20.033859901604444,0.016618079567570554,-0.0166180795675705,0.0,0.0,-0.01124999999999998,-1.0,-0.01375000000000004,-0.5,0.0024999999999999467,-0.5,-0.02,-0.35222846027055965,0.02069712573253124,-0.09418101883765306,0.0061755617432118215,-7.009999999999992,0.009661835748792258,-1.0,0.0,-0.8019999999999996,-1.7360000000000009,0.0,0.0,0.0,0.0,0.0,-1.0,-0.031746031746031744,0.2998199999999989,-1.8149999999999975,-9.229999999999976,0.0,4.440892098500626e-16,-8.790226951490524,-15.994914619999975,-0.19256046868980992,-168.0,-2.0,-4.0,0.55
36>22,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,-2.4828266444826568,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,63.71183234810599,-34.80678170519513,-98.51861405330112,0.04964469332587679,-0.04964469332587662,79.88559077512771,-16.973641268605892,0.015321001671284862,0.005205740627416189,-6.174231221346303,-6.524526915164017,54.33008388220787,-25.425033239296965,0.02703464645988873,-0.02703464645988861,-0.01842105263157895,-0.01578947368421052,-0.020000000000000014,-0.5,-0.020000000000000014,0.0,0.0,0.0,0.0,0.3082642442701875,0.012330569770807598,0.08003762600258567,0.0032015050401034413,-0.009999999999990905,-0.009250693802035135,-1.0,0.0,1.2367929999999987,-0.13679300000000086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6049999999999989,2.2050000000000125,-12.889999999999983,0.0,0.0,6.299224626137459,-0.9952489679999416,-0.17712643610549786,0.0,0.0,0.0,0.0
36>26,0.0,0.0,0.0,0.0,-4.0,-1.0,0.0,0.0,0.0,-13.465621761323634,-4.0,-1.0,-4.0,0.0,0.0,0.0,0.0,-4.0,0.0,31.809743611602016,-134.76658147682778,-166.57632508842985,0.06566905748899116,-0.06566905748899132,-3.419804177746073,-207.09005070756612,-0.09334119810666984,0.014645546693828754,130.74408658863328,-17.22952103428554,-127.8564788187523,24.8996409535265,-0.041739830115035785,0.041739830115035535,-0.03508771929824561,-0.03801169590643272,0.020000000000000014,-0.75,-0.0033333333333334107,0.0,0.023333333333333317,0.0,0.0008333333333333318,-1.5754850770155393,-0.030271899965176208,-0.3078302196445266,-0.002726488290407919,-7.0,0.041407867494823995,-1.0,0.0,-3.9153790000000015,-3.632621,0.0,0.0,0.0,0.0,0.0,-1.0,-0.031746031746031744,0.1304999999999994,-6.593999999999994,-9.22999999999999,0.0,4.440892098500626e-16,-20.018653221540088,-12.019986496000056,0.41187589571033095,-168.0,-2.0,-4.0,0.28
